sid,account_sid,date_created,date_updated,date_sent,from,to,body,status,direction,num_segments,price,price_unit,uri,subresource_uris
SM0548eced446fbcd7,AC887a67f53ab0f8021a31dd0179d89352,2024-06-19T08:55:28.640Z,2024-06-19T08:55:58.640Z,2024-06-19T08:55:40.640Z,+13141000489,+16000000306,Test message 4562 for outbound.,failed,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMaa3c09d73f1cd449.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMa5e6d097a88bf34b/Media.json""}"
SMd768fe18444ffbee,AC887a67f53ab0f8021a31dd0179d89352,2024-06-20T18:16:42.237Z,2024-06-20T18:17:12.237Z,2024-06-20T18:16:54.237Z,+16000000212,+19171000300,Test message 4563 for inbound.,sent,inbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM4ad3a20991e35dcd.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM91fb1b5f4e04162e/Media.json""}"
SM1099b37b74d34c73,AC887a67f53ab0f8021a31dd0179d89352,2024-01-24T09:17:24.059Z,2024-01-24T09:17:54.059Z,2024-01-24T09:17:36.059Z,+12131000017,+16000000469,Test message 4564 for outbound.,sent,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMd3cecea075e32209.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM91696558b0671654/Media.json""}"
SMdcdc8c6d3edb0603,AC887a67f53ab0f8021a31dd0179d89352,2024-11-26T06:19:41.984Z,2024-11-26T06:20:11.984Z,2024-11-26T06:19:53.984Z,+16000000321,+12121000436,Test message 4565 for inbound.,delivered,inbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMdbfa42274077f6ff.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMc91d89058e15fab5/Media.json""}"
SM631d16911e04bd87,AC887a67f53ab0f8021a31dd0179d89352,2024-12-17T17:56:37.399Z,2024-12-17T17:57:07.399Z,2024-12-17T17:56:49.399Z,+16000000090,+19171000315,Test message 4566 for inbound.,delivered,inbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM4d59be8b46d86d35.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM632d8402e7d578df/Media.json""}"
SMd4670eec19174b72,AC887a67f53ab0f8021a31dd0179d89352,2023-04-28T06:43:55.967Z,2023-04-28T06:44:25.967Z,2023-04-28T06:44:07.967Z,+16171000337,+16000000124,Test message 4567 for outbound.,delivered,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM0840b94299b12ce3.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM6b1a52b48bc85fec/Media.json""}"
SMdc9e43a1b311873f,AC887a67f53ab0f8021a31dd0179d89352,2023-10-05T04:13:18.601Z,2023-10-05T04:13:48.601Z,2023-10-05T04:13:30.601Z,+18001000100,+16000000387,Test message 4568 for outbound.,delivered,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM7124cfc8f29a3951.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMdb40335645488d8d/Media.json""}"
SM39e6d19748bd27a2,AC887a67f53ab0f8021a31dd0179d89352,2025-11-27T07:14:00.098Z,2025-11-27T07:14:30.098Z,2025-11-27T07:14:12.098Z,+17021000188,+16000000465,Test message 4569 for outbound.,sent,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM02694aff6d3f4bb5.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM10166aeae70f56ec/Media.json""}"
SMacb7d9e67520d2de,AC887a67f53ab0f8021a31dd0179d89352,2025-12-14T09:01:27.256Z,2025-12-14T09:01:57.256Z,2025-12-14T09:01:39.256Z,+16000000143,+12121000361,Test message 4570 for inbound.,sent,inbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM81bc99274ea70b9e.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMf04bcfa216cdbaf3/Media.json""}"
SMaa415c4c9f44f664,AC887a67f53ab0f8021a31dd0179d89352,2026-01-21T06:55:04.463Z,2026-01-21T06:55:34.463Z,2026-01-21T06:55:16.463Z,+16000000059,+16141000404,Test message 4571 for inbound.,delivered,inbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMbadf36dccb98ce75.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMb275400cfd490b18/Media.json""}"
SM11d992d956761016,AC887a67f53ab0f8021a31dd0179d89352,2025-08-07T18:32:46.901Z,2025-08-07T18:33:16.901Z,2025-08-07T18:32:58.901Z,+13121000198,+16000000094,Test message 4572 for outbound.,delivered,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM5561ee16a83f36e7.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMdac36f6252398a7b/Media.json""}"
SM401a71bc42ecd63c,AC887a67f53ab0f8021a31dd0179d89352,2025-11-03T11:40:38.765Z,2025-11-03T11:41:08.765Z,2025-11-03T11:40:50.765Z,+16171000142,+16000000208,Test message 4573 for outbound.,delivered,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM1b424f2500cf46e1.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM83ce867bbd07f2d4/Media.json""}"
SM7f5702c8c577894e,AC887a67f53ab0f8021a31dd0179d89352,2024-12-18T19:28:45.784Z,2024-12-18T19:29:15.784Z,2024-12-18T19:28:57.784Z,+14041000025,+16000000303,Test message 4574 for outbound.,failed,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM9ea558b6cd7e4298.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM178cc2f2a5af0ae3/Media.json""}"
SM6d53a544a5d7805b,AC887a67f53ab0f8021a31dd0179d89352,2025-03-04T04:38:08.836Z,2025-03-04T04:38:38.836Z,2025-03-04T04:38:20.836Z,+13141000414,+16000000254,Test message 4575 for outbound.,delivered,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM6e1a883b7302aa12.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMbc1f70de1ec72b4e/Media.json""}"
SMe4b8cf3bf20c82aa,AC887a67f53ab0f8021a31dd0179d89352,2025-09-16T17:06:06.534Z,2025-09-16T17:06:36.534Z,2025-09-16T17:06:18.534Z,+16000000375,+12121000331,Test message 4576 for inbound.,sent,inbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM0fee90eb63d377ea.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM36f84b070361064c/Media.json""}"
SMe903221d7dd23131,AC887a67f53ab0f8021a31dd0179d89352,2024-04-13T13:06:53.944Z,2024-04-13T13:07:23.944Z,2024-04-13T13:07:05.944Z,+16000000364,+15121000461,Test message 4577 for inbound.,delivered,inbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMc2f78695fe4d8cc0.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM934369232a474e02/Media.json""}"
SM2d1628d7cf8cbac4,AC887a67f53ab0f8021a31dd0179d89352,2025-02-07T16:03:00.284Z,2025-02-07T16:03:30.284Z,2025-02-07T16:03:12.284Z,+13121000198,+16000000170,Test message 4578 for outbound.,delivered,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMb121449d421eb3c0.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM951e5759d33e3977/Media.json""}"
SMedff47487da37337,AC887a67f53ab0f8021a31dd0179d89352,2026-03-22T07:01:22.479Z,2026-03-22T07:01:52.479Z,2026-03-22T07:01:34.479Z,+16000000170,+16461000087,Test message 4579 for inbound.,delivered,inbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMff8908ac6575b242.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM93ed1960098bd94e/Media.json""}"
SM1b2f2e0dfe780fa8,AC887a67f53ab0f8021a31dd0179d89352,2023-04-22T21:06:50.600Z,2023-04-22T21:07:20.600Z,2023-04-22T21:07:02.600Z,+12131000197,+16000000087,Test message 4580 for outbound.,sent,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM058c50b6db1a5414.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM08710538278e3f22/Media.json""}"
SM02a5d208a9a39ff8,AC887a67f53ab0f8021a31dd0179d89352,2025-04-12T05:56:54.904Z,2025-04-12T05:57:24.904Z,2025-04-12T05:57:06.904Z,+16000000100,+16171000082,Test message 4581 for inbound.,delivered,inbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM5e151b5b91533e67.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMff03b8c7132ab332/Media.json""}"
SM740360cdae19c5d3,AC887a67f53ab0f8021a31dd0179d89352,2024-12-03T22:47:17.169Z,2024-12-03T22:47:47.169Z,2024-12-03T22:47:29.169Z,+13121000333,+16000000299,Test message 4582 for outbound.,delivered,outbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMd3da4d5cb2dcd234.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMd07bfd275c3e4939/Media.json""}"
SM5bac46fc99192914,AC887a67f53ab0f8021a31dd0179d89352,2023-05-29T12:03:27.850Z,2023-05-29T12:03:57.850Z,2023-05-29T12:03:39.850Z,+13121000273,+16000000355,Test message 4583 for outbound.,failed,outbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMdcb06030b525abfc.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM1b0d77cb865a6c6c/Media.json""}"
SM7469b6935c99ee1b,AC887a67f53ab0f8021a31dd0179d89352,2023-11-10T22:11:25.752Z,2023-11-10T22:11:55.752Z,2023-11-10T22:11:37.752Z,+16000000117,+16171000202,Test message 4584 for inbound.,delivered,inbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM3103bc9dfc3e602a.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM93b67f7aac355fa8/Media.json""}"
SMc69150441464c0f5,AC887a67f53ab0f8021a31dd0179d89352,2024-12-08T06:02:00.446Z,2024-12-08T06:02:30.446Z,2024-12-08T06:02:12.446Z,+16000000493,+17021000353,Test message 4585 for inbound.,delivered,inbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM35da4254537a1f37.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMc524bbaa271411e0/Media.json""}"
SM28ec59a5b739b42d,AC887a67f53ab0f8021a31dd0179d89352,2025-03-27T19:29:55.526Z,2025-03-27T19:30:25.526Z,2025-03-27T19:30:07.526Z,+13121000243,+16000000282,Test message 4586 for outbound.,delivered,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM956080ab0958db1c.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM3a507afa7f0d7bc7/Media.json""}"
SM18569a8f9fa4e6d1,AC887a67f53ab0f8021a31dd0179d89352,2025-12-05T01:20:27.880Z,2025-12-05T01:20:57.880Z,2025-12-05T01:20:39.880Z,+19171000060,+16000000443,Test message 4587 for outbound.,failed,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM494bbb8cfcd6102f.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM9eecb013aa3f9a63/Media.json""}"
SM4f2ad114f621061f,AC887a67f53ab0f8021a31dd0179d89352,2025-09-24T08:12:42.876Z,2025-09-24T08:13:12.876Z,2025-09-24T08:12:54.876Z,+12061000163,+16000000060,Test message 4588 for outbound.,delivered,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMc09a7b2c0d10771e.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM9eb39ae6c6105f5e/Media.json""}"
SM08896ebd80f95d81,AC887a67f53ab0f8021a31dd0179d89352,2025-01-16T09:14:25.125Z,2025-01-16T09:14:55.125Z,2025-01-16T09:14:37.125Z,+16000000438,+13121000393,Test message 4589 for inbound.,delivered,inbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM7bda839fa2f4233a.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMd905f6418c51be78/Media.json""}"
SM158032c36d905525,AC887a67f53ab0f8021a31dd0179d89352,2024-01-12T21:40:23.558Z,2024-01-12T21:40:53.558Z,2024-01-12T21:40:35.558Z,+19171000135,+16000000497,Test message 4590 for outbound.,delivered,outbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMebddbe09b766ed2c.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMeab39f82802a093d/Media.json""}"
SM8d895b3fdfafc9d0,AC887a67f53ab0f8021a31dd0179d89352,2023-05-28T16:56:05.279Z,2023-05-28T16:56:35.279Z,2023-05-28T16:56:17.279Z,+16000000237,+14151000214,Test message 4591 for inbound.,delivered,inbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMcc1d9245652eef8a.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM72d93d0ff34bd448/Media.json""}"
SM8ec0b350f3896dca,AC887a67f53ab0f8021a31dd0179d89352,2025-01-06T04:32:34.333Z,2025-01-06T04:33:04.333Z,2025-01-06T04:32:46.333Z,+13141000159,+16000000384,Test message 4592 for outbound.,delivered,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMfc315061e3a5b109.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM0404e9fee8b8ab15/Media.json""}"
SM840d19a68dda18f1,AC887a67f53ab0f8021a31dd0179d89352,2025-10-10T14:21:20.496Z,2025-10-10T14:21:50.496Z,2025-10-10T14:21:32.496Z,+16461000402,+16000000444,Test message 4593 for outbound.,delivered,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMa47e4b0be1d5c8a7.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM7ac2009df3cf7c63/Media.json""}"
SMa95690be96cba953,AC887a67f53ab0f8021a31dd0179d89352,2023-12-07T01:33:46.746Z,2023-12-07T01:34:16.746Z,2023-12-07T01:33:58.746Z,+18441000105,+16000000130,Test message 4594 for outbound.,delivered,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMa88383dbade8bfa7.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMc2a68049eb27817c/Media.json""}"
SMa16342e12b1373a0,AC887a67f53ab0f8021a31dd0179d89352,2023-12-06T06:36:58.309Z,2023-12-06T06:37:28.309Z,2023-12-06T06:37:10.309Z,+14151000169,+16000000402,Test message 4595 for outbound.,sent,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM6d89921a272e56d6.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM278e320abb01a33c/Media.json""}"
SMd2c999d3f547af2f,AC887a67f53ab0f8021a31dd0179d89352,2024-06-30T01:22:30.895Z,2024-06-30T01:23:00.895Z,2024-06-30T01:22:42.895Z,+12121000166,+16000000210,Test message 4596 for outbound.,delivered,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM617894e3832388e7.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMda0d63975e1738f6/Media.json""}"
SM60c31cae95b00ec6,AC887a67f53ab0f8021a31dd0179d89352,2025-01-05T19:53:00.872Z,2025-01-05T19:53:30.872Z,2025-01-05T19:53:12.872Z,+16000000487,+15031000305,Test message 4597 for inbound.,delivered,inbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM1e64647f1456b057.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM45c198e6f77a93b1/Media.json""}"
SM1ff0e910bc417db0,AC887a67f53ab0f8021a31dd0179d89352,2024-04-08T15:42:00.117Z,2024-04-08T15:42:30.117Z,2024-04-08T15:42:12.117Z,+16000000361,+12131000467,Test message 4598 for inbound.,failed,inbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMa5c43ec7492173d1.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMee89c93d4393a22f/Media.json""}"
SM7e53cd3738da8004,AC887a67f53ab0f8021a31dd0179d89352,2025-03-28T13:39:05.613Z,2025-03-28T13:39:35.613Z,2025-03-28T13:39:17.613Z,+16000000439,+14151000484,Test message 4599 for inbound.,delivered,inbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM3fe4c583698d8e78.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMcd0df86577c8d154/Media.json""}"
SMd6134dbf9827a45a,AC887a67f53ab0f8021a31dd0179d89352,2023-04-18T18:10:55.636Z,2023-04-18T18:11:25.636Z,2023-04-18T18:11:07.636Z,+16141000044,+16000000006,Test message 4600 for outbound.,failed,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMc444e7307cb549ca.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM16bc408dced33f46/Media.json""}"
SM3dfb478fd2c31918,AC887a67f53ab0f8021a31dd0179d89352,2025-12-26T19:17:41.040Z,2025-12-26T19:18:11.040Z,2025-12-26T19:17:53.040Z,+17021000068,+16000000312,Test message 4601 for outbound.,delivered,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM5c5d575e2b1e1e3f.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMc4527cd485fd769f/Media.json""}"
SM4479b7f38f1b495d,AC887a67f53ab0f8021a31dd0179d89352,2024-02-06T23:38:10.698Z,2024-02-06T23:38:40.698Z,2024-02-06T23:38:22.698Z,80001,+16000000177,Test message 4602 for outbound.,sent,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM1dbc0fede2bdb6e1.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMac45e1ccc9e79af8/Media.json""}"
SMa75b162f53c53fe6,AC887a67f53ab0f8021a31dd0179d89352,2025-07-26T18:19:31.506Z,2025-07-26T18:20:01.506Z,2025-07-26T18:19:43.506Z,+15031000365,+16000000189,Test message 4603 for outbound.,delivered,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM2915a48000834cdb.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM86d84fa40269d134/Media.json""}"
SMc922554c8d27f3cc,AC887a67f53ab0f8021a31dd0179d89352,2025-04-20T04:31:20.350Z,2025-04-20T04:31:50.350Z,2025-04-20T04:31:32.350Z,+16000000459,+14041000475,Test message 4604 for inbound.,delivered,inbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMf23a6e1bee14ec24.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMef178d62a11a190f/Media.json""}"
SM09ecaebcd844056a,AC887a67f53ab0f8021a31dd0179d89352,2025-03-14T23:16:49.958Z,2025-03-14T23:17:19.958Z,2025-03-14T23:17:01.958Z,+16461000072,+16000000091,Test message 4605 for outbound.,delivered,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM9926b35be5b50866.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM94efe9cbc4242bb6/Media.json""}"
SM1cc64ed04d32f6d0,AC887a67f53ab0f8021a31dd0179d89352,2025-03-15T11:17:27.621Z,2025-03-15T11:17:57.621Z,2025-03-15T11:17:39.621Z,+15031000035,+16000000433,Test message 4606 for outbound.,sent,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMb7172e42c1d40ddf.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM03c2b390487cf07e/Media.json""}"
SM2d7cc48ba1ef40f7,AC887a67f53ab0f8021a31dd0179d89352,2026-03-26T00:58:09.255Z,2026-03-26T00:58:39.255Z,2026-03-26T00:58:21.255Z,+16171000487,+16000000248,Test message 4607 for outbound.,failed,outbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM97acc37dda0b2008.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM21ca0fad79324bb2/Media.json""}"
SM9008846c75294173,AC887a67f53ab0f8021a31dd0179d89352,2024-04-03T12:19:07.243Z,2024-04-03T12:19:37.243Z,2024-04-03T12:19:19.243Z,+16000000247,+13141000324,Test message 4608 for inbound.,delivered,inbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM32b369b641b3ef31.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM08159541bd0c7bef/Media.json""}"
SMccf3d12b45d55e4e,AC887a67f53ab0f8021a31dd0179d89352,2024-12-30T15:48:31.208Z,2024-12-30T15:49:01.208Z,2024-12-30T15:48:43.208Z,+16000000451,+12131000092,Test message 4609 for inbound.,delivered,inbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM6b458b37f95f07c9.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM48b90eca35d8b95b/Media.json""}"
SM19135a3aa2852b8b,AC887a67f53ab0f8021a31dd0179d89352,2026-03-05T11:37:18.193Z,2026-03-05T11:37:48.193Z,2026-03-05T11:37:30.193Z,+15031000155,+16000000493,Test message 4610 for outbound.,failed,outbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM621581c9c1526ad4.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM86a42a2d39ae68de/Media.json""}"
SM8e46e267de9567cc,AC887a67f53ab0f8021a31dd0179d89352,2024-02-23T11:01:09.922Z,2024-02-23T11:01:39.922Z,2024-02-23T11:01:21.922Z,+12061000028,+16000000497,Test message 4611 for outbound.,sent,outbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM47646811a1b5bee4.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM248c8607b0a49171/Media.json""}"
SMf975f7b89219e15f,AC887a67f53ab0f8021a31dd0179d89352,2025-06-07T20:53:55.996Z,2025-06-07T20:54:25.996Z,2025-06-07T20:54:07.996Z,+16000000252,+16141000434,Test message 4612 for inbound.,sent,inbound,3,-0.0225,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM85e7d125db932f50.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM6c31da502b559dea/Media.json""}"
SMeaa9a6c1cc43d4ac,AC887a67f53ab0f8021a31dd0179d89352,2024-05-28T15:21:55.269Z,2024-05-28T15:22:25.269Z,2024-05-28T15:22:07.269Z,+13121000378,+16000000262,Test message 4613 for outbound.,sent,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM239801f34f00f552.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM575f0553a3ef9ea5/Media.json""}"
SM988555c935e449c1,AC887a67f53ab0f8021a31dd0179d89352,2023-09-11T02:46:18.127Z,2023-09-11T02:46:48.127Z,2023-09-11T02:46:30.127Z,+15121000146,+16000000145,Test message 4614 for outbound.,failed,outbound,1,-0.0075,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMc8574328fff598b6.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SMde70ec50fe92e9d4/Media.json""}"
SM412a32269885ae94,AC887a67f53ab0f8021a31dd0179d89352,2025-08-29T07:22:35.548Z,2025-08-29T07:23:05.548Z,2025-08-29T07:22:47.548Z,+13051000261,+16000000081,Test message 4615 for outbound.,delivered,outbound,2,-0.0150,USD,/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM84b59e64f152aadb.json,"{""media"":""/2010-04-01/Accounts/AC887a67f53ab0f8021a31dd0179d89352/Messages/SM27d908ab1ddbf58f/Media.json""}"
